id,name,team,position,aliases,espn_id,rank,depth_pos,depth_order,injury_status,years_exp,age
nfl-11776,Jacob Monk,GB,OL,,,9999999,OL,,,2,25
nfl-11795,Jaden Crumedy,GB,DT,,,9999999,DL,,,2,26
nfl-13906,Jaden Nixon,GB,RB,,,9999999,RB,,,0,
nfl-13521,Jager Burton,GB,C,,,9999999,OL,,,0,23
nfl-11686,Javon Bullard,GB,DB,,,599,NB,1,Questionable,2,23
nfl-3256,Javon Hargrave,GB,DT,,2983055,999,NT,1,,10,33
nfl-10222,Jayden Reed,GB,WR,,,103,SWR,2,,3,26
nfl-11775,Jaylin Simpson,GB,DB,,,9999999,LCB,4,,2,26
nfl-12729,John Williams,GB,OL,,,9999999,OL,,,1,24
nfl-12931,Johnathan Baldwin,GB,DB,,,9999999,,,IR,1,23
nfl-8344,Jonathan Ford,GB,DL,,,9999999,NT,4,,4,27
nfl-6804,Jordan Love,GB,QB,,4036378,63,QB,1,,6,27
nfl-11660,Jordan Morgan,GB,OL,,,9999999,OL,,,2,25
nfl-11035,Jordon Riley,GB,DL,,,9999999,NT,3,PUP,3,28
nfl-13774,Josh Gesky,GB,G,,,9999999,OL,,,0,
nfl-5850,Josh Jacobs,GB,RB,,4047365,20,RB,1,Questionable,7,28
nfl-10212,Josh Whyle,GB,TE,,,319,TE,3,,3,26
nfl-12721,Kaden Prather,GB,WR,,,999,SWR,7,,1,23
nfl-11787,Kamal Hadden,GB,DB,,,9999999,NB,2,,2,25
nfl-11009,Karl Brooks,GB,DT,,,9999999,LDE,1,,3,26
nfl-6333,Keisean Nixon,GB,CB,,4259493,563,LCB,1,,7,29
nfl-13166,Kisean Johnson,GB,WR,,,9999999,SWR,,,1,
nfl-11763,Kitan Oladapo,GB,DB,,,9999999,SS,2,,2,25
nfl-7197,Kristian Welch,GB,LB,,4036153,9999999,LILB,3,,6,28
nfl-12494,Kyle McCord,GB,QB,,,999,QB,3,,1,23
nfl-10885,Lukas Van Ness,GB,DL,,,9999999,LOLB,1,,3,25
nfl-9481,Luke Musgrave,GB,TE,,,652,TE,2,PUP,3,25
nfl-11825,MJ Devonshire,GB,DB,M.J. Devonshire,,9999999,DB,,,2,25
nfl-11581,MarShawn Lloyd,GB,RB,,,183,RB,2,,2,25
nfl-12125,Mark Perry,GB,DB,,,9999999,FS,2,,2,25
nfl-14045,Marlon Jones,GB,CB,,,9999999,DB,,IR,0,
nfl-6461,Matt Orzech,GB,LS,,4422336,9999999,LS,,PUP,7,31
nfl-12501,Matthew Golden,GB,WR,,,124,RWR,3,,1,23
nfl-12070,McCallan Castles,GB,TE,,,999,TE,5,,2,26
nfl-12154,Messiah Swinson,GB,TE,,,999,TE,,,2,26
nfl-7640,Micah Parsons,GB,LB,,,132,ROLB,1,PUP,5,27
nfl-13863,Murvin Kenion,GB,DB,,,9999999,,,,0,
nfl-12927,Nazir Stackhouse,GB,DL,,,681,NT,2,,1,24
nfl-7807,Nick Niemann,GB,LB,,,9999999,RILB,3,,5,28
nfl-13771,Nyjalik Kelly,GB,DE,,,9999999,DL,,,0,21
nfl-8116,Pierre Strong,GB,RB,,,523,RB,5,,4,27
nfl-13430,RJ Maryland,GB,TE,R.J. Maryland,,9999999,,,Questionable,0,22
nfl-12482,Savion Williams,GB,WR,,,609,LWR,4,,1,24
nfl-8460,Sean Rhyan,GB,OL,,,9999999,OL,,,4,25
nfl-12234,Shemar Bartholomew,GB,CB,,,9999999,RCB,4,,2,26
nfl-8168,Skyy Moore,GB,WR,,,441,SWR,6,,4,25
nfl-13775,TJ Quinn,GB,LB,T.J. Quinn,,675,LB,,,0,
nfl-12113,Thomas Yassmin,GB,TE,,,999,TE,,,2,26
nfl-12450,Tra Fluellen,GB,DB,,,9999999,DB,,,0,25
nfl-11793,Travis Glover,GB,OT,,,9999999,OL,,,2,26
nfl-11309,Trey Dean,GB,DB,,,9999999,DB,,,3,26
nfl-13545,Trey Smack,GB,K,,,330,K,1,,0,23
nfl-9484,Tucker Kraft,GB,TE,,,65,TE,1,Questionable,3,25
nfl-11712,Ty'Ron Hopper,GB,LB,,,9999999,LILB,2,,2,25
nfl-827,Tyrod Taylor,GB,QB,,14163,349,QB,2,,15,37
nfl-12704,Warren Brinson,GB,DL,,,9999999,LDE,2,,1,24
nfl-12788,Will Sheppard,GB,WR,,,331,SWR,,,1,24
nfl-6788,Xavier McKinney,GB,DB,,4241470,278,SS,1,,6,28
nfl-8463,Zach Bako-Bewele,GB,OL,,,9999999,OL,,,4,27
nfl-5346,Zaire Franklin,GB,LB,,3124005,164,RILB,1,,8,30
nfl-13572,Aiden Fisher,HOU,LB,,,9999999,MLB,3,,0,22
nfl-12600,Aireontae Ersery,HOU,OL,,,9999999,OL,,,1,24
nfl-11062,Ali Gaye,HOU,DE,,,9999999,RDE,3,,3,27
nfl-13049,Alijah Huzzie,HOU,DB,,,9999999,NB,3,,1,25
nfl-13050,Austin Brinkman,HOU,LS,,,9999999,LS,,,1,24
nfl-6485,Azeez Al-Shaair,HOU,LB,,3919117,293,MLB,1,,7,29
nfl-11684,Blake Fisher,HOU,OL,,,9999999,OL,,,2,23
nfl-5060,Braden Smith,HOU,OL,,3121595,9999999,OL,,,8,30
nfl-12269,Brandon Codrington,HOU,DB,,,9999999,DB,,,2,25
nfl-6037,Brett Rypien,HOU,QB,,3722362,999,QB,3,,7,30
nfl-7568,Brevin Jordan,HOU,TE,,,560,TE,5,Questionable,5,26
nfl-12171,British Brooks,HOU,RB,,,9999999,RB,4,Questionable,2,26
nfl-6833,Bryce Hall,HOU,CB,,,9999999,DB,,,6,28
nfl-9758,C.J. Stroud,HOU,QB,CJ Stroud,,94,QB,1,,3,24
nfl-11599,Cade Stover,HOU,TE,,,999,TE,3,,2,26
nfl-11710,Calen Bullock,HOU,DB,,,550,SS,1,,2,23
nfl-13769,Collin Wright,HOU,CB,,,9999999,DB,,,0,
nfl-5001,Dalton Schultz,HOU,TE,,3117256,98,TE,1,,8,30
nfl-13861,Daniel Sobkowicz,HOU,WR,,,9999999,SWR,,,0,23
nfl-2393,Danielle Hunter,HOU,DE,,2976560,187,RDE,1,,11,31
nfl-5892,David Montgomery,HOU,RB,,4035538,48,RB,1,,7,29
nfl-7585,Davis Mills,HOU,QB,,,513,QB,2,,5,27
nfl-8308,Derek Stingley,HOU,DB,,,535,LCB,1,,4,25
nfl-13924,Dominic Bailey,HOU,DL,,,9999999,DL,,,0,
nfl-8391,Dominique Robinson,HOU,DL,,,9999999,RDE,2,,4,28
nfl-10958,Dylan Horton,HOU,DL,,,9999999,LDE,2,,3,25
nfl-6218,E.J. Speed,HOU,LB,EJ Speed,3071353,999,LOLB,1,PUP,7,31
nfl-8452,Ed Ingram,HOU,G,,,9999999,OL,,,4,27
nfl-13052,Eli Cox,HOU,C,,,9999999,OL,,,1,25
nfl-5610,Evan Brown,HOU,C,,3128412,9999999,OL,,,8,29
nfl-13502,Febechi Nwaiwu,HOU,OL,,,9999999,OL,,,0,23
nfl-5985,Foster Moreau,HOU,TE,,3843945,451,TE,4,,7,29
nfl-12705,Graham Mertz,HOU,QB,,,522,QB,3,IR,1,25
nfl-10970,Henry To'oTo'o,HOU,LB,,,403,ROLB,1,,3,25
nfl-8901,Ja'Marcus Ingram,HOU,CB,,,9999999,LCB,3,Questionable,4,28
nfl-1947,Jadeveon Clowney,HOU,DE,,16734,9999999,DL,,,12,33
nfl-10960,Jake Andrews,HOU,OL,,,9999999,OL,,,3,26
nfl-8349,Jake Hansen,HOU,LB,,,9999999,ROLB,2,Questionable,4,28
nfl-8733,Jake Hummel,HOU,LB,,,999,MLB,2,,4,27
nfl-8314,Jalen Pitre,HOU,DB,,,367,NB,1,,4,27
nfl-11805,Jamal Hill,HOU,LB,,,999,LOLB,3,,2,25
nfl-13767,James Neal,HOU,OT,,,9999999,OL,,,0,
nfl-11056,Jared Wayne,HOU,WR,,,682,,,,3,25
nfl-11784,Jarrett Kingston,HOU,OL,,,9999999,OL,,,2,26
nfl-11005,Jarrett Patterson,HOU,OL,,,9999999,OL,,,3,26
nfl-11588,Jawhar Jordan,HOU,RB,,,538,RB,3,Questionable,2,27
nfl-12484,Jayden Higgins,HOU,WR,,,126,RWR,2,Questionable,1,23
nfl-12710,Jaylen Reed,HOU,DB,,,9999999,SS,2,IR,1,23
nfl-12536,Jaylin Noel,HOU,WR,,,190,SWR,4,Questionable,1,23
nfl-12626,Jaylin Smith,HOU,CB,,,9999999,RCB,2,,1,22
nfl-11808,Jha'Quan Jackson,HOU,WR,,,999,SWR,8,,2,26
nfl-12848,Josh Kelly,HOU,WR,,,603,LWR,,,1,25
nfl-13923,Joshua Pitsenberger,HOU,RB,,,9999999,RB,,IR,0,
nfl-5374,Justin Watson,HOU,WR,,3118892,686,RWR,6,,8,30
nfl-6223,Juwann Winfree,HOU,WR,,3128317,9999999,SWR,7,,7,29
nfl-13051,K.C. Ossai,HOU,LB,KC Ossai,,9999999,LB,,,1,23
nfl-3451,Ka'imi Fairbairn,HOU,K,,2971573,134,K,1,,10,32
nfl-11429,Kaevon Merriweather,HOU,DB,,,9999999,DB,,,3,26
nfl-13215,Kai Kroeger,HOU,P,,,9999999,P,,,1,24
nfl-11685,Kamari Lassiter,HOU,DB,,,347,RCB,1,,2,23
nfl-13406,Kamari Ramsey,HOU,DB,,,303,NB,2,,0,21
nfl-13374,Kayden McDonald,HOU,DL,,,490,LDT,2,,0,21
nfl-13442,Keylan Rutledge,HOU,G,,,9999999,OL,,,0,22
nfl-12724,Kyonte Hamilton,HOU,DL,,,9999999,DL,,,1,23
nfl-13261,Layne Pryor,HOU,TE,,,9999999,TE,5,,1,23
nfl-13541,Lewis Bond,HOU,WR,,,678,SWR,7,,0,23
nfl-8360,Logan Hall,HOU,DL,,,9999999,RDT,2,,4,26
nfl-5055,M.J. Stewart,HOU,DB,MJ Stewart,3116679,9999999,FS,2,PUP,8,30
nfl-2340,Mario Edwards,HOU,DE,,2969921,9999999,DL,,,11,32
nfl-13307,Marlin Klein,HOU,TE,,,439,TE,2,,0,23
nfl-10926,Marte Mapu,HOU,DB,,,9999999,LB,,,3,26
nfl-7853,Naquan Jones,HOU,DT,,,9999999,RDT,3,,5,28
nfl-7569,Nico Collins,HOU,WR,,,24,LWR,1,,5,27
nfl-13437,Noah Whittington,HOU,RB,,,432,RB,5,,0,24
nfl-11384,Owen Wright,HOU,RB,,,999,RB,,,3,27
nfl-8406,Reed Blankenship,HOU,DB,,,451,FS,1,,4,27
nfl-13860,Sabastian Harsh,HOU,DE,,,9999999,DL,,,0,
nfl-13922,Sam Hagen,HOU,OL,,,9999999,OL,,,0,
nfl-3188,Sheldon Rankins,HOU,DT,,2970204,9999999,LDT,1,,10,32
nfl-11829,Solomon Byrd,HOU,DE,,,9999999,LDE,3,,2,26
nfl-13765,Stephen Hall,HOU,CB,,,9999999,DB,,,0,
nfl-9502,Tank Dell,HOU,WR,,,178,LWR,3,Questionable,3,26
nfl-7711,Tommy Togiai,HOU,DT,,,9999999,RDT,1,,5,26
nfl-5328,Tremon Smith,HOU,DB,,3134448,9999999,LCB,2,,8,30
nfl-2543,Trent Brown,HOU,OL,,3043109,9999999,OL,,,11,33
nfl-13862,Treyvhon Saunders,HOU,WR,,,459,SWR,,,0,
nfl-13490,Wade Woodaz,HOU,LB,,,9999999,LOLB,2,,0,22
nfl-10892,Will Anderson,HOU,DL,,,104,LDE,1,,3,24
nfl-12474,Woody Marks,HOU,RB,,,105,RB,2,,1,25
nfl-5097,Wyatt Teller,HOU,G,,3045474,9999999,OL,,,8,31
nfl-10218,Xavier Hutchinson,HOU,WR,,,999,SWR,5,,3,26
nfl-13384,AJ Haulcy,IND,DB,A.J. Haulcy,,251,SS,1,,0,22
nfl-10957,Adetomiwa Adebawore,IND,DL,,,9999999,RDT,2,,3,25
nfl-6860,Akeem Davis-Gaither,IND,LB,,3917142,464,LOLB,1,,6,28
nfl-8142,Alec Pierce,IND,WR,,,92,LWR,1,PUP,4,26
nfl-14041,Anderson Castle,IND,RB,,,441,RB,,,0,
nfl-11762,Anthony Gould,IND,WR,,,9999999,SWR,6,Questionable,2,25
nfl-9229,Anthony Richardson,IND,QB,,,412,QB,2,,3,24
nfl-5067,Arden Key,IND,DE,,3843843,9999999,LDE,1,,8,30
nfl-6427,Ashton Dulin,IND,WR,,4061956,674,LWR,3,,7,29
nfl-11066,Austin Ajiake,IND,LB,,,9999999,ROLB,1,,3,26
nfl-13786,Austin Brown,IND,DB,,,9999999,,,,0,22
nfl-12143,Bayron Matos,IND,OL,,,9999999,OL,,,2,25
nfl-11933,Ben Nikkel,IND,DB,,,9999999,DB,,,2,26
nfl-8459,Bernhard Raimann,IND,OL,,,9999999,OL,,,4,28
nfl-10961,Blake Freeland,IND,OL,,,9999999,OL,,,3,25
nfl-11058,Blake Grupe,IND,K,,,455,K,1,,3,27
nfl-13481,Bryce Boettcher,IND,LB,,,9999999,MLB,2,,0,24
nfl-13388,CJ Allen,IND,LB,C.J. Allen,,210,MLB,1,,0,21
nfl-13373,Caden Curry,IND,DL,,,519,DL,,,0,23
nfl-7715,Cam Bynum,IND,DB,,,463,FS,1,,5,28
nfl-8341,Cam Taylor-Britt,IND,DB,,,9999999,RCB,2,Sus,4,26
nfl-13784,Cameron Ball,IND,DT,,,9999999,DL,,,0,23
nfl-13407,Carson Towt,IND,TE,,,9999999,TE,,,0,25
nfl-5493,Charvarius Ward,IND,CB,,4037361,9999999,LCB,1,Questionable,8,30
nfl-10952,Colby Wooden,IND,DE,,,9999999,LDT,2,,3,25
nfl-12829,Coleman Owen,IND,WR,,,999,SWR,,,1,25
nfl-6453,D.J. Montgomery,IND,WR,DJ Montgomery,4249030,443,SWR,8,,7,29
nfl-12471,DJ Giddens,IND,RB,D.J. Giddens,,568,RB,2,Questionable,1,22
nfl-12184,Dalton Tucker,IND,OL,,,9999999,OL,,,2,26
nfl-5870,Daniel Jones,IND,QB,,3917792,122,QB,1,,7,29
nfl-10975,Daniel Scott,IND,DB,,,9999999,DB,,,3,27
nfl-3172,DeForest Buckner,IND,DT,,2971282,472,RDT,1,,10,32
nfl-13333,Deion Burks,IND,WR,,,670,RWR,8,,0,23
nfl-5035,Derrick Nnadi,IND,DT,,3122930,9999999,RDT,3,,8,30
nfl-13267,Devin Veresuk,IND,LB,,,9999999,LB,,,0,24
nfl-8489,Drew Ogletree,IND,TE,,,999,TE,4,,4,28
nfl-11552,Durell Nchami,IND,LB,,,9999999,DL,,,3,26
nfl-13931,E.J. Horton,IND,WR,EJ Horton,,9999999,SWR,,,0,
nfl-6185,Easton Stick,IND,QB,,3120590,365,QB,4,,7,30
nfl-12909,Eli Pancol,IND,WR,,,999,SWR,,,1,26
nfl-13928,Geno VanDeMark,IND,OL,,,9999999,OL,,,0,
nfl-13518,George Gumbs,IND,DE,,,9999999,DL,,,0,23
nfl-4168,Grover Stewart,IND,DT,,4058825,9999999,LDT,1,,9,32
nfl-12723,Hunter Wohler,IND,DB,,,9999999,SS,2,,1,23
nfl-12594,JT Tuimoloau,IND,DL,J.T. Tuimoloau,,9999999,LDE,2,,1,23
nfl-14052,Jai'Onte' McMillan,IND,CB,,,9999999,DB,,,0,
nfl-13497,Jalen Farmer,IND,G,,,9999999,OL,,,0,22
nfl-12642,Jalen Travis,IND,OT,,,9999999,OL,,,1,24
nfl-11777,Jaylon Carlies,IND,DB,,,509,LOLB,2,,2,24
nfl-11052,Jaylon Jones,IND,DB,,,9999999,LCB,3,,3,24
nfl-6129,Jerry Tillery,IND,DT,,3863182,9999999,LDT,3,,7,29
nfl-7774,Jimmy Morrissey,IND,OL,,,9999999,OL,,,5,28
nfl-13107,Johnathan Edwards,IND,DB,,,9999999,RCB,3,,1,24
nfl-5520,Jonathan Owens,IND,DB,,4331768,9999999,FS,3,,8,31
nfl-6813,Jonathan Taylor,IND,RB,,4242335,4,RB,1,,6,27
nfl-9500,Josh Downs,IND,WR,,,110,SWR,2,,3,25
nfl-13716,Josh Kreutz,IND,OL,,,9999999,OL,,,0,23
nfl-8713,Josh Sills,IND,OL,,,9999999,OL,,,4,28
nfl-8397,Juanyeh Thomas,IND,DB,,,9999999,FS,2,,4,26
nfl-12625,Justin Walley,IND,CB,,,9999999,NB,1,,1,23
nfl-1479,Keenan Allen,IND,WR,,15818,205,SWR,7,,13,34
nfl-11669,Laiatu Latu,IND,DL,,,255,RDE,1,,2,25
nfl-3155,Laquon Treadwell,IND,WR,,3051889,367,LWR,5,,10,31
nfl-3598,Luke Rhodes,IND,LS,,2566045,9999999,LS,,,10,33
nfl-8485,Luke Tenuta,IND,OL,,,9999999,OL,,,4,26
nfl-11709,Matt Goncalves,IND,OL,,,9999999,OL,,,2,25
nfl-10918,Mekhi Blackmon,IND,CB,,,9999999,LCB,2,,3,27
nfl-14066,Mekhi Rodgers,IND,CB,,,9999999,,,,0,
nfl-8316,Micheal Clemons,IND,DL,,,9999999,RDE,2,,4,28
nfl-13788,Mitchell Melton,IND,DE,,,9999999,DL,,,0,
nfl-4054,Mo Alie-Cox,IND,TE,,2998565,9999999,TE,2,,9,32
nfl-7496,Nick Westbrook-Ikhine,IND,WR,,3929785,372,RWR,4,,6,29
nfl-13945,Nolan Rucci,IND,OT,,,9999999,OL,,,0,24
nfl-4443,Pharaoh Brown,IND,TE,,2971281,9999999,TE,5,,9,32
nfl-4970,Quenton Nelson,IND,OL,,3129308,9999999,OL,,,8,30
nfl-13783,Raylen Sharpe,IND,WR,,,9999999,SWR,,,0,
nfl-4331,Rigoberto Sanchez,IND,P,,3914922,9999999,P,,,9,31
nfl-12470,Riley Leonard,IND,QB,,,564,QB,3,,1,23
nfl-13265,Rob Carter,IND,CB,,,9999999,DB,,,1,23
nfl-14064,Roydell Williams,IND,RB,,,508,,,,0,24
nfl-13929,Sahmir Hagans,IND,WR,,,9999999,SWR,,,0,
nfl-8290,Sauce Gardner,IND,DB,,,999,RCB,1,Questionable,4,24
nfl-6964,Sean McKeon,IND,TE,,4036275,9999999,,,Questionable,6,28
nfl-13424,Seth McGowan,IND,RB,,,474,RB,3,,0,24
nfl-12185,Spencer Shrader,IND,K,,,355,K,2,,2,27
nfl-13787,Tahj Chambers,IND,LB,,,9999999,ROLB,2,,0,
nfl-11735,Tanor Bortolini,IND,OL,,,9999999,OL,,,2,24
nfl-12691,Tim Smith,IND,DL,,,9999999,DL,,,1,24
nfl-12836,Trey Washington,IND,DB,,,9999999,DB,,,1,23
nfl-12518,Tyler Warren,IND,TE,,,46,TE,1,,1,24
nfl-12826,Ulysses Bentley,IND,RB,,,999,RB,,,1,25
nfl-13785,West Weeks,IND,LB,,,9999999,LB,,,0,
nfl-10220,Will Mallory,IND,TE,,,532,TE,3,,3,27
nfl-13476,Albert Regis,JAX,DT,,,9999999,LDT,2,,0,23
nfl-11003,Amari Burney,JAX,LB,,,9999999,LB,,,3,26
nfl-2359,Ameer Abdullah,JAX,RB,,2576336,404,RB,5,,11,33
nfl-10876,Anton Harrison,JAX,OL,,,9999999,OL,,,3,24
nfl-10974,Antonio Johnson,JAX,DB,,,606,SS,1,,3,24
nfl-2322,Arik Armstead,JAX,DE,,2971275,9999999,RDT,1,,11,32
nfl-7746,Austin Trammell,JAX,WR,,,658,SWR,6,,5,28
nfl-12910,B.J. Green,JAX,DE,BJ Green,,9999999,LDE,2,,1,23
nfl-8299,Baylon Spector,JAX,LB,,,9999999,LB,,,4,27
nfl-12490,Bhayshul Tuten,JAX,RB,,,44,RB,1,,1,23
nfl-13658,Brady Boyd,JAX,WR,,,653,SWR,,,0,24
nfl-12917,Branson Combs,JAX,LB,,,9999999,ROLB,3,,1,26
nfl-9480,Brenton Strange,JAX,TE,,,104,TE,1,,3,25
nfl-11631,Brian Thomas,JAX,WR,,,70,LWR,1,,2,23
nfl-13650,Bryan Thomas,JAX,DE,,,9999999,,,,0,
nfl-13554,CJ Williams,JAX,WR,C.J. Williams,,9999999,LWR,,,0,22
nfl-12632,Caleb Ransaw,JAX,DB,,,9999999,SS,2,,1,23
nfl-11786,Cam Little,JAX,K,,,135,K,1,,2,23
nfl-12912,Cam'Ron Silmon-Craig,JAX,DB,,,9999999,SS,3,,1,23
nfl-11851,Carter Bradley,JAX,QB,,,999,QB,3,,2,26
nfl-12908,Chandler Brayboy,JAX,WR,,,499,SWR,3,,1,24
nfl-10219,Chris Rodriguez,JAX,RB,,,141,RB,2,,3,26
nfl-11018,Christian Braswell,JAX,DB,,,9999999,LCB,2,,3,26
nfl-5969,Chuma Edoga,JAX,OT,,3701582,9999999,OL,,,7,29
nfl-7785,Cole Van Lanen,JAX,OL,,,9999999,OL,,PUP,5,28
nfl-6283,Corey Ballentine,JAX,CB,,4411769,612,DB,,,7,30
nfl-6972,DaVon Hamilton,JAX,DT,,3915520,9999999,LDT,1,,6,29
nfl-12900,Danny Striggow,JAX,DL,,,9999999,RDE,3,,1,24
nfl-6931,DeeJay Dallas,JAX,RB,,4240631,519,RB,6,,6,27
nfl-5158,Dennis Gardeck,JAX,LB,,4334300,9999999,LOLB,1,,8,32
nfl-13649,Devin Neal,JAX,DB,,,9999999,,,,0,24
nfl-13654,Devon Marshall,JAX,CB,,,615,DB,,,0,21
nfl-13475,Emmanuel Pregnon,JAX,G,,,9999999,OL,,,0,24
nfl-3268,Eric Murray,JAX,DB,,2970716,999,FS,1,,10,32
nfl-6922,Ezra Cleveland,JAX,G,,4048231,9999999,OL,,,6,28
nfl-5332,Foyesade Oluokun,JAX,LB,,3050073,155,MLB,1,,8,31
nfl-13659,Garrett DiGiorgio,JAX,G,,,9999999,OL,,IR,0,
nfl-5027,Geron Christian,JAX,OL,,3916414,9999999,OL,,,8,29
nfl-7535,Hunter Long,JAX,TE,,,999,TE,3,,5,27
nfl-13348,J'Mari Taylor,JAX,RB,,,558,RB,4,,0,24
nfl-12916,Jabbar Muhammad,JAX,CB,,,9999999,DB,,,1,24
nfl-12653,Jack Kiser,JAX,LB,,,9999999,LOLB,3,Questionable,1,25
nfl-6179,Jahlani Tavai,JAX,LB,,3124587,9999999,LB,,,7,29
nfl-5947,Jakobi Meyers,JAX,WR,,3916433,77,RWR,3,,7,29
nfl-13652,Jalen Hunt,JAX,DL,,,700,DL,,,0,24
nfl-13474,Jalen Huskey,JAX,DB,,,9999999,FS,2,,0,23
nfl-12708,Jalen McLeod,JAX,DE,,,9999999,LOLB,2,,1,24
nfl-13146,Jared Bartlett,JAX,LB,,,9999999,LB,,IR,1,25
nfl-11725,Jarrian Jones,JAX,DB,,,9999999,NB,2,,2,25
nfl-11322,Jerome Carvin,JAX,OL,,,9999999,OL,,,3,25
nfl-13646,Jimto Obidegwu,JAX,OL,,,9999999,OL,,,0,
nfl-13428,Joey Aguilar,JAX,QB,,,9999999,QB,,,0,25
nfl-12744,Jonah Monheim,JAX,OL,,,9999999,OL,,,1,24
nfl-13394,Josh Cameron,JAX,WR,,,562,RWR,6,,0,23
nfl-5840,Josh Hines-Allen,JAX,DE,,3915239,184,RDE,1,,7,29
nfl-4129,Jourdan Lewis,JAX,CB,,3045207,999,NB,1,,9,30
nfl-12911,Keivie Rose,JAX,DL,,,9999999,LDT,3,,1,25
nfl-11468,Kilian Zierer,JAX,T,,,9999999,OL,,,3,28
nfl-12544,LeQuint Allen,JAX,RB,,,467,RB,3,Questionable,1,22
nfl-5314,Logan Cooke,JAX,P,,3115480,9999999,P,,,8,31
nfl-5615,Matt Dickerson,JAX,DE,,3134316,9999999,RDT,3,,8,30
nfl-13645,Michael Wortham,JAX,WR,,,291,SWR,,,0,
nfl-8305,Montaric Brown,JAX,DB,,,9999999,LCB,1,,4,26
nfl-13299,Nate Boerkircher,JAX,TE,,,467,TE,2,,0,24
nfl-4464,Nick Mullens,JAX,QB,,3059989,999,QB,2,,9,31
nfl-13587,Parker Hughes,JAX,LB,,,9999999,LB,,IR,0,23
nfl-9487,Parker Washington,JAX,WR,,,74,SWR,2,Questionable,3,24
nfl-12901,Patrick Herbert,JAX,TE,,,999,TE,,,1,25
nfl-6306,Patrick Mekari,JAX,OL,,3863820,9999999,OL,,Questionable,7,29
nfl-13653,Preston Hodge,JAX,CB,,,9999999,DB,,,0,
nfl-13648,Quindarius Dunnigan,JAX,DL,,,9999999,DL,,,0,25
nfl-7536,Quintin Morris,JAX,TE,,,9999999,TE,5,,5,27
nfl-7801,Quinton Bohanna,JAX,DT,,,9999999,DL,,,5,27
nfl-12702,Rayuan Lane,JAX,DB,,,9999999,FS,3,,1,23
nfl-11342,Ricky Lee,JAX,OL,,,9999999,OL,,,3,26
nfl-7689,Robert Hainsey,JAX,OL,,,9999999,OL,,,5,28
nfl-7295,Ross Matiscik,JAX,LS,,3928931,9999999,LS,,,6,29
nfl-11695,Ruke Orhorhoro,JAX,DT,,,9999999,RDT,2,,2,24
nfl-6094,Sam Mustipher,JAX,OL,,3129307,9999999,OL,,,7,30
nfl-13660,T.J. Bollers,JAX,DL,TJ Bollers,,9999999,DL,,,0,
nfl-13408,Tanner Koziol,JAX,TE,,,999,TE,4,,0,22
nfl-8013,Tim Jones,JAX,WR,,,642,SWR,7,,5,28
nfl-12842,Timothy McKay,JAX,OG,,,9999999,OL,,,1,24
nfl-12530,Travis Hunter,JAX,WR,,,120,SWR,4,,1,23
nfl-8265,Travon Walker,JAX,LB,,,300,LDE,1,,4,25
nfl-13356,Trebor Pena,JAX,WR,,,663,SWR,5,,0,24
nfl-12962,Trevian Thomas,JAX,DB,,,9999999,DB,,,1,24
nfl-7523,Trevor Lawrence,JAX,QB,,,38,QB,1,,5,26
nfl-10947,Ventrell Miller,JAX,LB,,,346,ROLB,1,,3,27
nfl-7657,Walker Little,JAX,T,,,9999999,OL,,,5,27
nfl-13493,Wesley Williams,JAX,DE,,,9999999,RDE,2,,0,21
nfl-12633,Wyatt Milum,JAX,OL,,,9999999,OL,,Questionable,1,23
nfl-10992,Yasir Abdullah,JAX,LB,,,9999999,ROLB,2,,3,26
nfl-13588,Zach Durfee,JAX,DE,,,9999999,DL,,,0,24
nfl-7069,Alohi Gilman,KC,DB,,4039413,581,FS,1,,6,28
nfl-13899,Amari McNeill,KC,DT,,,9999999,DL,,,0,
nfl-12863,Andrew Armstrong,KC,WR,,,9999999,SWR,,,1,25
nfl-13901,Anthony Dunn,KC,DE,,,9999999,DL,,,0,
nfl-12623,Ashton Gillotte,KC,DE,,,9999999,RDE,1,Questionable,1,23
nfl-12455,Brashard Smith,KC,RB,,,182,RB,3,,1,23
nfl-11823,C.J. Hanson,KC,OG,CJ Hanson,,9999999,OL,,,2,25
nfl-10949,Chamarri Conner,KC,DB,,,243,SS,1,,3,26
nfl-3558,Chris Jones,KC,DT,,3044859,478,LDT,1,,10,32
nfl-8413,Chris Oladokun,KC,QB,,,999,QB,3,,4,28
nfl-12183,Chris Roland-Wallace,KC,CB,,,9999999,FS,2,,2,24
nfl-11242,Chukwuebuka Godrick,KC,OL,,,9999999,OL,,Questionable,3,25
nfl-13900,Cole Brevard,KC,DT,,,9999999,DL,,,0,24
nfl-7329,Cole Christiansen,KC,LB,,4036959,9999999,LOLB,2,,6,29
nfl-13174,Cooper McDonald,KC,LB,,,9999999,ROLB,1,,1,25
nfl-7644,Creed Humphrey,KC,OL,,,9999999,OL,,,5,27
nfl-13413,Cyrus Allen,KC,WR,,,199,SWR,4,,0,23
nfl-13903,D'Arco Perkins-McAllister,KC,CB,,,9999999,DB,,,0,23
nfl-13902,Damon Payne,KC,DT,,,9999999,DL,,,0,23
nfl-13794,DeShon Singleton,KC,DB,,,9999999,DB,,,0,23
nfl-6141,Drue Tranquill,KC,LB,,3129310,357,LOLB,1,Questionable,7,31
nfl-13778,EJ Smith,KC,RB,E.J. Smith,,9999999,RB,,,0,24
